Entry,Entry Name,Gene Names,Protein names,Length,source_query,intended_gene,protac_validated,gene_symbol
O76050,NEUL1_HUMAN,NEURL1 NEURL NEURL1A RNF67,E3 ubiquitin-protein ligase NEURL1 (EC 2.3.2.27) (Neuralized-like protein 1A) (h-neu) (h-neuralized 1) (RING finger protein 67) (RING-type E3 ubiquitin transferase NEURL1),574,direct_e3,,False,NEURL1
O75159,SOCS5_HUMAN,SOCS5 CIS6 CISH5 CISH6 KIAA0671,Suppressor of cytokine signaling 5 (SOCS-5) (Cytokine-inducible SH2 protein 6) (CIS-6) (Cytokine-inducible SH2-containing protein 5),536,direct_e3,,False,SOCS5
O75340,PDCD6_HUMAN,PDCD6 ALG2,Programmed cell death protein 6 (Apoptosis-linked gene 2 protein homolog) (ALG-2),191,substrate_adapters,,False,PDCD6
O75368,SH3L1_HUMAN,SH3BGRL,Adapter SH3BGRL (SH3 domain-binding glutamic acid-rich-like protein 1),114,"direct_e3,substrate_adapters",,False,SH3BGRL
O75382,TRIM3_HUMAN,TRIM3 BERP RNF22 RNF97,Tripartite motif-containing protein 3 (EC 2.3.2.27) (Brain-expressed RING finger protein) (RING finger protein 22) (RING finger protein 97),744,direct_e3,,False,TRIM3
O75426,FBX24_HUMAN,FBXO24 FBX24,F-box only protein 24,580,"direct_e3,f_box,substrate_adapters",,False,FBXO24
O75582,KS6A5_HUMAN,RPS6KA5 MSK1,Ribosomal protein S6 kinase alpha-5 (S6K-alpha-5) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 5) (Nuclear mitogen- and stress-activated protein kinase 1) (RSK-like protein kinase) (RSKL),802,direct_e3,,False,RPS6KA5
O75586,MED6_HUMAN,MED6 ARC33,Mediator of RNA polymerase II transcription subunit 6 (Activator-recruited cofactor 33 kDa component) (ARC33) (Mediator complex subunit 6) (hMed6) (Renal carcinoma antigen NY-REN-28),246,direct_e3,,False,MED6
O75592,MYCB2_HUMAN,MYCBP2 KIAA0916 PAM,E3 ubiquitin-protein ligase MYCBP2 (EC 2.3.2.33) (Myc-binding protein 2) (Protein associated with Myc),4678,direct_e3,,False,MYCBP2
O75677,RFPL1_HUMAN,RFPL1 RFPL1L RNF78,Ret finger protein-like 1 (RING finger protein 78),317,direct_e3,,False,RFPL1
O75678,RFPL2_HUMAN,RFPL2 RNF79,Ret finger protein-like 2 (RING finger protein 79),378,direct_e3,,False,RFPL2
O75679,RFPL3_HUMAN,RFPL3,Ret finger protein-like 3,317,direct_e3,,False,RFPL3
O76064,RNF8_HUMAN,RNF8 KIAA0646,E3 ubiquitin-protein ligase RNF8 (hRNF8) (EC 2.3.2.27) (RING finger protein 8) (RING-type E3 ubiquitin transferase RNF8),485,direct_e3,,False,RNF8
O15553,MEFV_HUMAN,MEFV MEF TRIM20,Pyrin (Marenostrin),781,direct_e3,,False,MEFV
O94822,LTN1_HUMAN,LTN1 C21orf10 C21orf98 KIAA0714 RNF160 ZNF294 HSPC087,E3 ubiquitin-protein ligase listerin (EC 2.3.2.27) (RING finger protein 160) (RING-type E3 ubiquitin transferase listerin) (Zinc finger protein 294),1766,direct_e3,,False,LTN1
O94889,KLH18_HUMAN,KLHL18 KIAA0795 OK/SW-cl.74,Kelch-like protein 18,574,"direct_e3,substrate_adapters",,False,KLHL18
O94905,ERLN2_HUMAN,ERLIN2 C8orf2 SPFH2 UNQ2441/PRO5003/PRO9924,Erlin-2 (Endoplasmic reticulum lipid raft-associated protein 2) (Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 2) (SPFH domain-containing protein 2),339,direct_e3,,False,ERLIN2
O94941,RNF37_HUMAN,UBOX5 KIAA0860 RNF37 UBCE7IP5 UIP5,RING finger protein 37 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase RNF37) (U-box domain-containing protein 5) (UbcM4-interacting protein 5) (hUIP5) (Ubiquitin-conjugating enzyme 7-interacting protein 5),541,direct_e3,,False,UBOX5
O94952,FBX21_HUMAN,FBXO21 FBX21 KIAA0875,F-box only protein 21,628,"direct_e3,f_box",,False,FBXO21
O94972,TRI37_HUMAN,TRIM37 KIAA0898 MUL POB1,E3 ubiquitin-protein ligase TRIM37 (EC 2.3.2.27) (Mulibrey nanism protein) (RING-type E3 ubiquitin transferase TRIM37) (Tripartite motif-containing protein 37),964,direct_e3,,False,TRIM37
O95071,UBR5_HUMAN,UBR5 EDD EDD1 HYD KIAA0896,"E3 ubiquitin-protein ligase UBR5 (EC 2.3.2.26) (E3 ubiquitin-protein ligase, HECT domain-containing 1) (Hyperplastic discs protein homolog) (hHYD) (Progestin-induced protein)",2799,direct_e3,,False,UBR5
O95155,UBE4B_HUMAN,UBE4B HDNB1 KIAA0684 UFD2,Ubiquitin conjugation factor E4 B (EC 2.3.2.27) (Homozygously deleted in neuroblastoma 1) (RING-type E3 ubiquitin transferase E4 B) (Ubiquitin fusion degradation protein 2),1302,direct_e3,,False,UBE4B
O95166,GBRAP_HUMAN,GABARAP FLC3B HT004,Gamma-aminobutyric acid receptor-associated protein (GABA(A) receptor-associated protein) (MM46),117,direct_e3,,False,GABARAP
O95170,CDRT1_HUMAN,FBXW10B C17orf1 C17orf1A CDRT1 HREP,F-box and WD repeat domain containing protein 10B (CMT1A duplicated region transcript 1 protein),752,f_box,,False,FBXW10B
O95198,KLHL2_HUMAN,KLHL2,Kelch-like protein 2 (Actin-binding protein Mayven),593,"direct_e3,substrate_adapters",,False,KLHL2
O75155,CAND2_HUMAN,CAND2 KIAA0667 TIP120B,Cullin-associated NEDD8-dissociated protein 2 (Cullin-associated and neddylation-dissociated protein 2) (Epididymis tissue protein Li 169) (TBP-interacting protein of 120 kDa B) (TBP-interacting protein 120B) (p120 CAND2),1236,direct_e3,,False,CAND2
O75150,BRE1B_HUMAN,RNF40 BRE1B KIAA0661,E3 ubiquitin-protein ligase BRE1B (BRE1-B) (EC 2.3.2.27) (95 kDa retinoblastoma-associated protein) (RBP95) (RING finger protein 40) (RING-type E3 ubiquitin transferase BRE1B),1001,direct_e3,,False,RNF40
O75147,OBSL1_HUMAN,OBSL1 KIAA0657,Obscurin-like protein 1,1896,direct_e3,,False,OBSL1
O75113,N4BP1_HUMAN,N4BP1 KIAA0615,NEDD4-binding protein 1 (N4BP1) (EC 3.1.-.-),896,direct_e3,,False,N4BP1
O43164,PJA2_HUMAN,PJA2 KIAA0438 RNF131,E3 ubiquitin-protein ligase Praja-2 (Praja2) (EC 2.3.2.27) (RING finger protein 131) (RING-type E3 ubiquitin transferase Praja-2),708,direct_e3,,False,PJA2
O43255,SIAH2_HUMAN,SIAH2,E3 ubiquitin-protein ligase SIAH2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SIAH2) (Seven in absentia homolog 2) (Siah-2) (hSiah2),324,direct_e3,,False,SIAH2
O43353,RIPK2_HUMAN,RIPK2 CARDIAK RICK RIP2 UNQ277/PRO314/PRO34092,Receptor-interacting serine/threonine-protein kinase 2 (EC 2.7.11.1) (CARD-containing interleukin-1 beta-converting enzyme-associated kinase) (CARD-containing IL-1 beta ICE-kinase) (RIP-like-interacting CLARP kinase) (Receptor-interacting protein 2) (RIP-2) (Tyrosine-protein kinase RIPK2) (EC 2.7.10.2),540,direct_e3,,False,RIPK2
O43513,MED7_HUMAN,MED7 ARC34 CRSP9,Mediator of RNA polymerase II transcription subunit 7 (hMED7) (Activator-recruited cofactor 34 kDa component) (ARC34) (Cofactor required for Sp1 transcriptional activation subunit 9) (CRSP complex subunit 9) (Mediator complex subunit 7) (RNA polymerase transcriptional regulation mediator subunit 7 homolog) (Transcriptional coactivator CRSP33),233,direct_e3,,False,MED7
O43567,RNF13_HUMAN,RNF13 RZF,E3 ubiquitin-protein ligase RNF13 (EC 2.3.2.27) (RING finger protein 13),381,direct_e3,,False,RNF13
O43683,BUB1_HUMAN,BUB1 BUB1L,Mitotic checkpoint serine/threonine-protein kinase BUB1 (hBUB1) (EC 2.7.11.1) (BUB1A),1085,direct_e3,,False,BUB1
O43684,BUB3_HUMAN,BUB3,Mitotic checkpoint protein BUB3,328,direct_e3,,False,BUB3
O43734,CIKS_HUMAN,TRAF3IP2 C6orf2 C6orf4 C6orf5 C6orf6,E3 ubiquitin ligase TRAF3IP2 (EC 2.3.2.27) (Adapter protein CIKS) (Connection to IKK and SAPK/JNK) (E3 ubiquitin-protein ligase CIKS) (Nuclear factor NF-kappa-B activator 1) (ACT1) (TRAF3-interacting protein 2),574,direct_e3,,False,TRAF3IP2
O43791,SPOP_HUMAN,SPOP,Speckle-type POZ protein (HIB homolog 1) (Roadkill homolog 1),374,direct_e3,,False,SPOP
O60260,PRKN_HUMAN,PRKN PARK2,E3 ubiquitin-protein ligase parkin (Parkin) (EC 2.3.2.31) (Parkin RBR E3 ubiquitin-protein ligase) (Parkinson juvenile disease protein 2) (Parkinson disease protein 2),465,direct_e3,,False,PRKN
O60291,MGRN1_HUMAN,MGRN1 KIAA0544 RNF156,E3 ubiquitin-protein ligase MGRN1 (EC 2.3.2.27) (Mahogunin RING finger protein 1) (RING finger protein 156) (RING-type E3 ubiquitin transferase MGRN1),552,direct_e3,,False,MGRN1
O60337,MARH6_HUMAN,MARCHF6 KIAA0597 MARCH6 RNF176 TEB4,E3 ubiquitin-protein ligase MARCHF6 (EC 2.3.2.27) (Doa10 homolog) (Membrane-associated RING finger protein 6) (Membrane-associated RING-CH protein VI) (MARCH-VI) (Protein TEB-4) (RING finger protein 176) (RING-type E3 ubiquitin transferase MARCHF6),910,direct_e3,,False,MARCHF6
O60524,NEMF_HUMAN,NEMF SDCCAG1,Ribosome quality control complex subunit NEMF (Antigen NY-CO-1) (Nuclear export mediator factor) (Serologically defined colon cancer antigen 1),1076,direct_e3,,False,NEMF
O60662,KLH41_HUMAN,KLHL41 KBTBD10 KRP1,Kelch-like protein 41 (Kel-like protein 23) (Kelch repeat and BTB domain-containing protein 10) (Kelch-related protein 1) (Sarcosin),606,substrate_adapters,,False,KLHL41
O60683,PEX10_HUMAN,PEX10 RNF69,Peroxisome biogenesis factor 10 (EC 2.3.2.27) (Peroxin-10) (Peroxisomal biogenesis factor 10) (Peroxisome assembly protein 10) (RING finger protein 69),326,direct_e3,,False,PEX10
O60809,PRA10_HUMAN,PRAMEF10,PRAME family member 10,474,substrate_adapters,,False,PRAMEF10
O60810,PRAM4_HUMAN,PRAMEF4,PRAME family member 4,478,substrate_adapters,,False,PRAMEF4
O60811,PRAM2_HUMAN,PRAMEF2,PRAME family member 2,474,substrate_adapters,,False,PRAMEF2
O60813,PRA11_HUMAN,PRAMEF11,PRAME family member 11,478,substrate_adapters,,False,PRAMEF11
O60826,CCD22_HUMAN,CCDC22 CXorf37 JM1,Coiled-coil domain-containing protein 22,627,direct_e3,,False,CCDC22
O60858,TRI13_HUMAN,TRIM13 LEU5 RFP2 RNF77,E3 ubiquitin-protein ligase TRIM13 (EC 2.3.2.27) (B-cell chronic lymphocytic leukemia tumor suppressor Leu5) (Leukemia-associated protein 5) (Putative tumor suppressor RFP2) (RING finger protein 77) (RING-type E3 ubiquitin transferase TRIM13) (Ret finger protein 2) (Tripartite motif-containing protein 13),407,direct_e3,,False,TRIM13
O60907,TBL1X_HUMAN,TBL1X TBL1,"F-box-like/WD repeat-containing protein TBL1X (SMAP55) (Transducin beta-like protein 1X) (Transducin-beta-like protein 1, X-linked)",577,f_box,,False,TBL1X
O60927,PP1RB_HUMAN,PPP1R11 HCGV TCTE5,E3 ubiquitin-protein ligase PPP1R11 (EC 2.3.2.27) (Hemochromatosis candidate gene V protein) (HCG V) (Protein phosphatase 1 regulatory subunit 11) (Protein phosphatase inhibitor 3),126,direct_e3,,False,PPP1R11
Q13616,CUL1_HUMAN,CUL1,Cullin-1 (CUL-1),776,direct_e3,,False,CUL1
Q13617,CUL2_HUMAN,CUL2,Cullin-2 (CUL-2),745,direct_e3,,False,CUL2
Q13618,CUL3_HUMAN,CUL3 KIAA0617,Cullin-3 (CUL-3),768,direct_e3,,False,CUL3
Q7Z6M2,FBX33_HUMAN,FBXO33 FBX33,F-box only protein 33,555,"direct_e3,f_box",,False,FBXO33
Q7L5Y9,MAEA_HUMAN,MAEA EMP HLC10 PIG5,E3 ubiquitin-protein transferase MAEA (EC 2.3.2.27) (Cell proliferation-inducing gene 5 protein) (Erythroblast macrophage protein) (Human lung cancer oncogene 10 protein) (HLC-10) (Macrophage erythroblast attacher) (P44EMLP),396,direct_e3,,False,MAEA
Q7L622,G2E3_HUMAN,G2E3 KIAA1333,G2/M phase-specific E3 ubiquitin-protein ligase (EC 2.3.2.26) (G2/M phase-specific HECT-type E3 ubiquitin transferase),706,direct_e3,,False,G2E3
Q7Z3V4,UBE3B_HUMAN,UBE3B,Ubiquitin-protein ligase E3B (EC 2.3.2.26) (HECT-type ubiquitin transferase E3B),1068,direct_e3,,False,UBE3B
Q7Z419,R144B_HUMAN,RNF144B IBRDC2 P53RFP,E3 ubiquitin-protein ligase RNF144B (EC 2.3.2.31) (IBR domain-containing protein 2) (RING finger protein 144B) (p53-inducible RING finger protein),303,direct_e3,,False,RNF144B
Q7Z4G1,COMD6_HUMAN,COMMD6 MSTP076,COMM domain-containing protein 6,85,direct_e3,,False,COMMD6
Q7Z569,BRAP_HUMAN,BRAP RNF52,BRCA1-associated protein (EC 2.3.2.27) (BRAP2) (Impedes mitogenic signal propagation) (IMP) (RING finger protein 52) (RING-type E3 ubiquitin transferase BRAP2) (Renal carcinoma antigen NY-REN-63),592,direct_e3,,False,BRAP
Q7Z5Y7,KCD20_HUMAN,KCTD20 C6orf69,BTB/POZ domain-containing protein KCTD20 (Potassium channel tetramerization domain containing 20),419,btb_socs,,False,KCTD20
Q7Z6E9,RBBP6_HUMAN,RBBP6 P2PR PACT RBQ1 My038,E3 ubiquitin-protein ligase RBBP6 (EC 2.3.2.27) (Proliferation potential-related protein) (Protein P2P-R) (RING-type E3 ubiquitin transferase RBBP6) (Retinoblastoma-binding Q protein 1) (RBQ-1) (Retinoblastoma-binding protein 6) (p53-associated cellular protein of testis),1792,direct_e3,,False,RBBP6
Q7Z6J0,SH3R1_HUMAN,SH3RF1 KIAA1494 POSH POSH1 RNF142 SH3MD2,E3 ubiquitin-protein ligase SH3RF1 (EC 2.3.2.27) (Plenty of SH3s) (Protein POSH) (RING finger protein 142) (RING-type E3 ubiquitin transferase SH3RF1) (SH3 domain-containing RING finger protein 1) (SH3 multiple domains protein 2),888,direct_e3,,False,SH3RF1
Q7Z6J8,UBE3D_HUMAN,UBE3D C6orf157 H10BH UBE2CBP,E3 ubiquitin-protein ligase E3D (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase E3D) (UbcH10-binding protein with a HECT-like domain) (Ubiquitin-conjugating enzyme E2C-binding protein),389,direct_e3,,False,UBE3D
Q7Z6K3,PTAR1_HUMAN,PTAR1,Protein prenyltransferase alpha subunit repeat-containing protein 1,402,direct_e3,,False,PTAR1
Q7Z6Z7,HUWE1_HUMAN,HUWE1 KIAA0312 KIAA1578 UREB1 HSPC272,"E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (ARF-binding protein 1) (ARF-BP1) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Homologous to E6AP carboxyl terminus homologous protein 9) (HectH9) (Large structure of UREB1) (LASU1) (Mcl-1 ubiquitin ligase E3) (Mule) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)",4374,direct_e3,,False,HUWE1
Q86V97,KBTB6_HUMAN,KBTBD6,Kelch repeat and BTB domain-containing protein 6,674,"direct_e3,substrate_adapters",,False,KBTBD6
Q7Z7E8,UB2Q1_HUMAN,UBE2Q1 NICE5 UBE2Q PRO3094,Ubiquitin-conjugating enzyme E2 Q1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme Q1) (Protein NICE-5) (Ubiquitin carrier protein Q1) (Ubiquitin-protein ligase Q1),422,direct_e3,,False,UBE2Q1
Q7Z7L7,ZER1_HUMAN,ZER1 C9orf60 ZYG ZYG11BL,Protein zer-1 homolog (Hzyg) (Zyg-11 homolog B-like protein) (Zyg11b-like protein),766,direct_e3,,False,ZER1
Q86SE9,PCGF5_HUMAN,PCGF5 RNF159,Polycomb group RING finger protein 5 (RING finger protein 159),256,direct_e3,,False,PCGF5
Q86T96,RN180_HUMAN,RNF180,E3 ubiquitin-protein ligase RNF180 (EC 2.3.2.27) (RING finger protein 180) (RING-type E3 ubiquitin transferase RNF180),592,direct_e3,,False,RNF180
Q86TM6,SYVN1_HUMAN,SYVN1 HRD1 KIAA1810,E3 ubiquitin-protein ligase synoviolin (EC 2.3.2.27) (RING-type E3 ubiquitin transferase synoviolin) (Synovial apoptosis inhibitor 1),617,direct_e3,,False,SYVN1
Q86UD3,MARH3_HUMAN,MARCHF3 MARCH3 RNF173,E3 ubiquitin-protein ligase MARCHF3 (EC 2.3.2.27) (Membrane-associated RING finger protein 3) (Membrane-associated RING-CH protein III) (MARCH-III) (RING finger protein 173) (RING-type E3 ubiquitin transferase MARCHF3),253,direct_e3,,False,MARCHF3
Q86UK7,ZN598_HUMAN,ZNF598,E3 ubiquitin-protein ligase ZNF598 (EC 2.3.2.27) (Zinc finger protein 598),904,direct_e3,,False,ZNF598
Q86UT8,CATAC_HUMAN,CENATAC CCDC84 DLNB14,Centrosomal AT-AC splicing factor (Coiled-coil domain-containing protein 84),332,direct_e3,,False,CENATAC
Q86UV6,TRI74_HUMAN,TRIM74 TRIM50C,Tripartite motif-containing protein 74 (Tripartite motif-containing protein 50C),250,direct_e3,,False,TRIM74
Q86UV7,TRI73_HUMAN,TRIM73 TRIM50B,Tripartite motif-containing protein 73 (Tripartite motif-containing protein 50B),250,direct_e3,,False,TRIM73
Q86UW9,DTX2_HUMAN,DTX2 KIAA1528 RNF58,Probable E3 ubiquitin-protein ligase DTX2 (EC 2.3.2.27) (Protein deltex-2) (Deltex2) (hDTX2) (RING finger protein 58) (RING-type E3 ubiquitin transferase DTX2),622,direct_e3,,False,DTX2
Q7L5Y6,DET1_HUMAN,DET1,DET1 homolog (De-etiolated-1 homolog),550,"direct_e3,substrate_adapters",,False,DET1
Q7L273,KCTD9_HUMAN,KCTD9,BTB/POZ domain-containing protein KCTD9,389,"btb_socs,direct_e3",,False,KCTD9
Q7L0R7,RNF44_HUMAN,RNF44 KIAA1100,RING finger protein 44,432,direct_e3,,False,RNF44
Q76N89,HECW1_HUMAN,HECW1 KIAA0322 NEDL1,"E3 ubiquitin-protein ligase HECW1 (EC 2.3.2.26) (HECT, C2 and WW domain-containing protein 1) (HECT-type E3 ubiquitin transferase HECW1) (NEDD4-like E3 ubiquitin-protein ligase 1) (hNEDL1)",1606,direct_e3,,False,HECW1
Q6PJI9,WDR59_HUMAN,WDR59 KIAA1923 FP977,GATOR2 complex protein WDR59 (WD repeat-containing protein 59),974,direct_e3,,False,WDR59
Q6Q0C0,TRAF7_HUMAN,TRAF7 RFWD1 RNF119,E3 ubiquitin-protein ligase TRAF7 (EC 2.3.2.-) (EC 2.3.2.27) (RING finger and WD repeat-containing protein 1) (RING finger protein 119) (RING-type E3 ubiquitin transferase TRAF7) (TNF receptor-associated factor 7),670,direct_e3,,False,TRAF7
Q6TCH7,PAQR3_HUMAN,PAQR3,Progestin and adipoQ receptor family member 3 (Progestin and adipoQ receptor family member III) (Raf kinase trapping to Golgi) (RKTG),311,"direct_e3,substrate_adapters",,False,PAQR3
Q6TDP4,KLH17_HUMAN,KLHL17 AF,Kelch-like protein 17 (Actinfilin),642,"direct_e3,substrate_adapters",,False,KLHL17
Q6TFL4,KLH24_HUMAN,KLHL24 DRE1,Kelch-like protein 24 (Kainate receptor-interacting protein for GluR6) (KRIP6) (Protein DRE1),600,"direct_e3,substrate_adapters",,False,KLHL24
Q6UWE0,LRSM1_HUMAN,LRSAM1 TAL UNQ6496/PRO21356,E3 ubiquitin-protein ligase LRSAM1 (EC 2.3.2.27) (Leucine-rich repeat and sterile alpha motif-containing protein 1) (RING-type E3 ubiquitin transferase LRSAM1) (Tsg101-associated ligase) (hTAL),723,direct_e3,,False,LRSAM1
Q6UX01,LMBRL_HUMAN,LMBR1L KIAA1174 LIMR UNQ458/PRO783,Protein LMBR1L (Limb region 1 protein homolog-like) (Lipocalin-1-interacting membrane receptor) (LIMR),489,direct_e3,,False,LMBR1L
Q6VN20,RBP10_HUMAN,RANBP10 KIAA1464,Ran-binding protein 10 (RanBP10),620,direct_e3,,False,RANBP10
Q6VVB1,NHLC1_HUMAN,NHLRC1 EPM2B,E3 ubiquitin-protein ligase NHLRC1 (EC 2.3.2.27) (Malin) (NHL repeat-containing protein 1) (RING-type E3 ubiquitin transferase NHLRC1),395,direct_e3,,False,NHLRC1
Q6WRX3,ZY11A_HUMAN,ZYG11A ZYG11,Protein zyg-11 homolog A,759,direct_e3,,False,ZYG11A
Q6X9E4,FBW12_HUMAN,FBXW12 FBW12 FBXO12 FBXO35,F-box/WD repeat-containing protein 12 (F-box and WD-40 domain-containing protein 12) (F-box only protein 35),464,"direct_e3,f_box",,False,FBXW12
Q6ZMU5,TRI72_HUMAN,TRIM72 MG53,Tripartite motif-containing protein 72 (EC 2.3.2.27) (Mitsugumin-53) (Mg53),477,direct_e3,,False,TRIM72
Q6ZMZ0,RN19B_HUMAN,RNF19B IBRDC3 NKLAM,E3 ubiquitin-protein ligase RNF19B (EC 2.3.2.31) (IBR domain-containing protein 3) (Natural killer lytic-associated molecule) (RING finger protein 19B),732,direct_e3,,False,RNF19B
Q6ZNA4,RN111_HUMAN,RNF111,E3 ubiquitin-protein ligase Arkadia (EC 2.3.2.27) (RING finger protein 111) (hRNF111) (RING-type E3 ubiquitin transferase Arkadia),994,direct_e3,,False,RNF111
Q6ZSG1,ARK2C_HUMAN,ARK2C RNF165,E3 ubiquitin-protein ligase ARK2C (EC 2.3.2.27) (RING finger protein 165) (RNF165),346,direct_e3,,False,ARK2C
Q6ZT12,UBR3_HUMAN,UBR3 KIAA2024 ZNF650,E3 ubiquitin-protein ligase UBR3 (EC 2.3.2.27) (N-recognin-3) (RING-type E3 ubiquitin transferase UBR3) (Ubiquitin-protein ligase E3-alpha-3) (Ubiquitin-protein ligase E3-alpha-III) (Zinc finger protein 650),1888,direct_e3,,False,UBR3
Q6ZVX7,FBX50_HUMAN,NCCRP1 FBXO50,F-box only protein 50 (NCC receptor protein 1 homolog) (NCCRP-1) (Non-specific cytotoxic cell receptor protein 1 homolog),275,f_box,,False,NCCRP1
Q6ZVZ8,ASB18_HUMAN,ASB18,Ankyrin repeat and SOCS box protein 18 (ASB-18),466,"btb_socs,direct_e3",,False,ASB18
Q6ZWB6,KCTD8_HUMAN,KCTD8,BTB/POZ domain-containing protein KCTD8,473,btb_socs,,False,KCTD8
Q6ZWI9,RFPLB_HUMAN,RFPL4B RNF211,Ret finger protein-like 4B (RING finger protein 211),263,direct_e3,,False,RFPL4B
Q712K3,UB2R2_HUMAN,UBE2R2 CDC34B UBC3B,Ubiquitin-conjugating enzyme E2 R2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme R2) (Ubiquitin carrier protein R2) (Ubiquitin-conjugating enzyme E2-CDC34B) (Ubiquitin-protein ligase R2),238,direct_e3,,False,UBE2R2
Q719H9,KCTD1_HUMAN,KCTD1 C18orf5,BTB/POZ domain-containing protein KCTD1 (Potassium channel tetramerization domain-containing protein 1),257,btb_socs,,False,KCTD1
Q75N03,HAKAI_HUMAN,CBLL1 HAKAI RNF188,E3 ubiquitin-protein ligase Hakai (EC 2.3.2.27) (Casitas B-lineage lymphoma-transforming sequence-like protein 1) (c-Cbl-like protein 1) (RING finger protein 188) (RING-type E3 ubiquitin transferase Hakai),491,direct_e3,,False,CBLL1
Q86UZ6,ZBT46_HUMAN,ZBTB46 BTBD4 ZNF340,Zinc finger and BTB domain-containing protein 46 (BTB/POZ domain-containing protein 4) (Zinc finger protein 340),589,btb_socs,,False,ZBTB46
Q86VP1,TAXB1_HUMAN,TAX1BP1 T6BP PRO0105,Tax1-binding protein 1 (TRAF6-binding protein),789,direct_e3,,False,TAX1BP1
Q13619,CUL4A_HUMAN,CUL4A,Cullin-4A (CUL-4A),759,"direct_e3,substrate_adapters",,False,CUL4A
Q8N2H9,PELI3_HUMAN,PELI3,E3 ubiquitin-protein ligase pellino homolog 3 (Pellino-3) (EC 2.3.2.27),469,direct_e3,,False,PELI3
Q8IXQ5,KLHL7_HUMAN,KLHL7,Kelch-like protein 7,586,"direct_e3,substrate_adapters",,False,KLHL7
Q8IY31,IFT20_HUMAN,IFT20,Intraflagellar transport protein 20 homolog (hIFT20),132,direct_e3,,False,IFT20
Q8IY47,KBTB2_HUMAN,KBTBD2 BKLHD1 KIAA1489 CGI-73,Kelch repeat and BTB domain-containing protein 2 (BTB and kelch domain-containing protein 1),623,"direct_e3,substrate_adapters",,False,KBTBD2
Q8IY92,SLX4_HUMAN,SLX4 BTBD12 KIAA1784 KIAA1987,Structure-specific endonuclease subunit SLX4 (BTB/POZ domain-containing protein 12),1834,btb_socs,,False,SLX4
Q8IYM9,TRI22_HUMAN,TRIM22 RNF94 STAF50,E3 ubiquitin-protein ligase TRIM22 (EC 2.3.2.27) (50 kDa-stimulated trans-acting factor) (RING finger protein 94) (RING-type E3 ubiquitin transferase TRIM22) (Staf-50) (Tripartite motif-containing protein 22),498,direct_e3,,False,TRIM22
Q8IYU2,HACE1_HUMAN,HACE1 KIAA1320,E3 ubiquitin-protein ligase HACE1 (EC 2.3.2.26) (HECT domain and ankyrin repeat-containing E3 ubiquitin-protein ligase 1) (HECT-type E3 ubiquitin transferase HACE1),909,direct_e3,,False,HACE1
Q8IYW5,RN168_HUMAN,RNF168,E3 ubiquitin-protein ligase RNF168 (hRNF168) (EC 2.3.2.27) (RING finger protein 168) (RING-type E3 ubiquitin transferase RNF168),571,direct_e3,,False,RNF168
Q8N0Z6,TTC5_HUMAN,TTC5,Tetratricopeptide repeat protein 5 (TPR repeat protein 5) (Stress-responsive activator of p300) (Protein Strap),440,direct_e3,,False,TTC5
Q8N136,DAW1_HUMAN,DAW1 ODA16 WDR69,Dynein assembly factor with WD repeat domains 1 (Outer row dynein assembly protein 16 homolog) (WD repeat-containing protein 69),415,substrate_adapters,,False,DAW1
Q8N163,CCAR2_HUMAN,CCAR2 DBC1 KIAA1967,Cell cycle and apoptosis regulator protein 2 (Cell division cycle and apoptosis regulator protein 2) (DBIRD complex subunit KIAA1967) (Deleted in breast cancer gene 1 protein) (DBC-1) (DBC.1) (NET35) (p30 DBC),923,direct_e3,,False,CCAR2
Q8N1E6,FXL14_HUMAN,FBXL14 FBL14,F-box/LRR-repeat protein 14 (F-box and leucine-rich repeat protein 14),418,"direct_e3,f_box",,False,FBXL14
Q8N2K1,UB2J2_HUMAN,UBE2J2 NCUBE2,Ubiquitin-conjugating enzyme E2 J2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme J2) (Non-canonical ubiquitin-conjugating enzyme 2) (NCUBE-2),259,direct_e3,,False,UBE2J2
Q86VP6,CAND1_HUMAN,CAND1 KIAA0829 TIP120 TIP120A,Cullin-associated NEDD8-dissociated protein 1 (Cullin-associated and neddylation-dissociated protein 1) (TBP-interacting protein of 120 kDa A) (TBP-interacting protein 120A) (p120 CAND1),1230,direct_e3,,False,CAND1
Q8N2W9,PIAS4_HUMAN,PIAS4 PIASG,E3 SUMO-protein ligase PIAS4 (EC 2.3.2.27) (PIASy) (Protein inhibitor of activated STAT protein 4) (Protein inhibitor of activated STAT protein gamma) (PIAS-gamma),510,direct_e3,,False,PIAS4
